train_1080.jpg,1562,591,1674,904,1.0,2448,3264,1618.0,747.5
train_1080.jpg,2211,207,2335,509,0.0,2448,3264,2273.0,358.0
train_1080.jpg,446,1789,573,2094,4.0,2448,3264,509.5,1941.5
train_1080.jpg,571,1792,687,2094,4.0,2448,3264,629.0,1943.0
train_1080.jpg,689,1792,802,2087,4.0,2448,3264,745.5,1939.5
train_1080.jpg,798,1778,925,2086,4.0,2448,3264,861.5,1932.0
train_1080.jpg,924,1845,1033,2094,4.0,2448,3264,978.5,1969.5
train_1080.jpg,1033,1843,1101,2072,4.0,2448,3264,1067.0,1957.5
train_1080.jpg,1100,1815,1212,2086,4.0,2448,3264,1156.0,1950.5
train_1080.jpg,1229,1816,1332,2082,4.0,2448,3264,1280.5,1949.0
train_1080.jpg,1335,1813,1408,2082,4.0,2448,3264,1371.5,1947.5
train_1080.jpg,2336,204,2449,524,0.0,2448,3264,2392.5,364.0
train_1080.jpg,1417,1824,1503,2084,4.0,2448,3264,1460.0,1954.0
train_1080.jpg,1507,1783,1627,2082,4.0,2448,3264,1567.0,1932.5
train_1080.jpg,1628,1785,1739,2084,4.0,2448,3264,1683.5,1934.5
train_1080.jpg,1742,1777,1861,2074,4.0,2448,3264,1801.5,1925.5
train_1080.jpg,297,1763,446,2102,4.0,2448,3264,371.5,1932.5
train_1080.jpg,1859,1777,1962,2079,4.0,2448,3264,1910.5,1928.0
train_1080.jpg,2082,1781,2203,2075,4.0,2448,3264,2142.5,1928.0
train_1080.jpg,2203,1756,2341,2074,4.0,2448,3264,2272.0,1915.0
train_1080.jpg,2340,1757,2448,2075,4.0,2448,3264,2394.0,1916.0
train_1080.jpg,55,1374,232,1696,3.0,2448,3264,143.5,1535.0
train_1080.jpg,243,1368,405,1691,3.0,2448,3264,324.0,1529.5
train_1080.jpg,423,1382,559,1693,3.0,2448,3264,491.0,1537.5
train_1080.jpg,560,1380,675,1695,3.0,2448,3264,617.5,1537.5
train_1080.jpg,677,1378,805,1697,3.0,2448,3264,741.0,1537.5
train_1080.jpg,802,1378,921,1699,3.0,2448,3264,861.5,1538.5
train_1080.jpg,924,1400,1016,1687,3.0,2448,3264,970.0,1543.5
train_1080.jpg,1021,1401,1119,1683,3.0,2448,3264,1070.0,1542.0
train_1080.jpg,1123,1410,1222,1691,3.0,2448,3264,1172.5,1550.5
train_1080.jpg,1221,1409,1334,1684,3.0,2448,3264,1277.5,1546.5
train_1080.jpg,1335,1424,1454,1687,3.0,2448,3264,1394.5,1555.5
train_1080.jpg,1965,1782,2085,2082,4.0,2448,3264,2025.0,1932.0
train_1080.jpg,149,1769,301,2099,4.0,2448,3264,225.0,1934.0
train_1080.jpg,4,1772,146,2098,4.0,2448,3264,75.0,1935.0
train_1080.jpg,2336,2145,2452,2483,5.0,2448,3264,2394.0,2314.0
train_1080.jpg,1,2668,106,3006,6.0,2448,3264,53.5,2837.0
train_1080.jpg,106,2646,226,3002,6.0,2448,3264,166.0,2824.0
train_1080.jpg,227,2646,369,2999,6.0,2448,3264,298.0,2822.5
train_1080.jpg,372,2642,486,2994,6.0,2448,3264,429.0,2818.0
train_1080.jpg,497,2630,646,3018,6.0,2448,3264,571.5,2824.0
train_1080.jpg,650,2609,795,3010,6.0,2448,3264,722.5,2809.5
train_1080.jpg,794,2610,959,2992,6.0,2448,3264,876.5,2801.0
train_1080.jpg,959,2611,1112,2990,6.0,2448,3264,1035.5,2800.5
train_1080.jpg,1111,2614,1271,3001,6.0,2448,3264,1191.0,2807.5
train_1080.jpg,1276,2636,1425,2998,6.0,2448,3264,1350.5,2817.0
train_1080.jpg,1425,2638,1581,2996,6.0,2448,3264,1503.0,2817.0
train_1080.jpg,1577,2629,1729,2986,6.0,2448,3264,1653.0,2807.5
train_1080.jpg,1730,2630,1875,2995,6.0,2448,3264,1802.5,2812.5
train_1080.jpg,1875,2637,2025,2994,6.0,2448,3264,1950.0,2815.5
train_1080.jpg,2027,2638,2187,2982,6.0,2448,3264,2107.0,2810.0
train_1080.jpg,2207,2614,2358,2978,6.0,2448,3264,2282.5,2796.0
train_1080.jpg,2356,2614,2448,2974,6.0,2448,3264,2402.0,2794.0
